,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons
1,"Gillian Jacobs, Mike Birbiglia, Kate Micucci, Tami Sagher",6 nominations.,"$4,417,983 ",USA,6-Dec-16,Mike Birbiglia,"Comedy, Drama",English,83,"When a member of a popular New York City improv troupe gets a huge break, the rest of the group - all best friends - start to realize that not everyone is going to make it after all.",https://m.media-amazon.com/images/M/MV5BMTkxMTkwODM2MF5BMl5BanBnXkFtZTgwNjYwNjY5ODE@._V1_SX300.jpg,The Film Arcade,R,"{'Source': 'Rotten Tomatoes', 'Value': '98%'}",22-Jul-16,TRUE,92 min,Don't Think Twice,movie,http://www.dontthinktwicemovie.com/,Mike Birbiglia,2016,tt4972062,6.7,"15,524",
2,"Gillian Jacobs, Mike Birbiglia, Kate Micucci, Tami Sagher",6 nominations.,"$4,417,983 ",USA,6-Dec-16,Mike Birbiglia,"Comedy, Drama",English,83,"When a member of a popular New York City improv troupe gets a huge break, the rest of the group - all best friends - start to realize that not everyone is going to make it after all.",https://m.media-amazon.com/images/M/MV5BMTkxMTkwODM2MF5BMl5BanBnXkFtZTgwNjYwNjY5ODE@._V1_SX300.jpg,The Film Arcade,R,"{'Source': 'Metacritic', 'Value': '83/100'}",22-Jul-16,TRUE,92 min,Don't Think Twice,movie,http://www.dontthinktwicemovie.com/,Mike Birbiglia,2016,tt4972062,6.7,"15,524",
0,"Fredric March, Miriam Hopkins, Rose Hobart, Holmes Herbert",Won 1 Oscar. Another 2 wins & 2 nominations.,N/A,USA,6-Jan-04,Rouben Mamoulian,"Horror, Sci-Fi",English,N/A,Dr. Jekyll faces horrible consequences when he lets his dark side run wild with a potion that transforms him into the animalistic Mr. Hyde.,https://m.media-amazon.com/images/M/MV5BNWRmZWNlNmMtNmVhMi00OThhLWEyNjgtNTY3OTljY2ZlYjBiXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,Paramount Pictures,Not Rated,"{'Source': 'Internet Movie Database', 'Value': '7.7/10'}",3-Jan-32,TRUE,98 min,Dr. Jekyll and Mr. Hyde,movie,N/A,"Samuel Hoffenstein (screen play), Percy Heath (screen play), Robert Louis Stevenson (based on the novel by)",1931,tt0022835,7.7,"11,454",
1,"Fredric March, Miriam Hopkins, Rose Hobart, Holmes Herbert",Won 1 Oscar. Another 2 wins & 2 nominations.,N/A,USA,6-Jan-04,Rouben Mamoulian,"Horror, Sci-Fi",English,N/A,Dr. Jekyll faces horrible consequences when he lets his dark side run wild with a potion that transforms him into the animalistic Mr. Hyde.,https://m.media-amazon.com/images/M/MV5BNWRmZWNlNmMtNmVhMi00OThhLWEyNjgtNTY3OTljY2ZlYjBiXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,Paramount Pictures,Not Rated,"{'Source': 'Rotten Tomatoes', 'Value': '93%'}",3-Jan-32,TRUE,98 min,Dr. Jekyll and Mr. Hyde,movie,N/A,"Samuel Hoffenstein (screen play), Percy Heath (screen play), Robert Louis Stevenson (based on the novel by)",1931,tt0022835,7.7,"11,454",
0,"Kevin Breit, Aviva Chernick, Andrew Chung, Shelly Faber",N/A,N/A,Canada,N/A,Larry Weinstein,"Documentary, History, Music, Musical",English,N/A,The amazing story of a group of Jewish songwriters who wrote the soundtrack to Christmas.,https://m.media-amazon.com/images/M/MV5BYWExOWMzOGYtY2Q1OS00NjE2LWIyM2UtMjhlNmU5N2E3OTljXkEyXkFqcGdeQXVyNTYzMTcyNTg@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '7.0/10'}",18-Nov-18,TRUE,N/A,Dreaming of a Jewish Christmas,movie,N/A,Jason Charters,2017,tt6877088,7,28,
0,"Lou Adler, Fiona Apple, The Beach Boys, Beck",N/A,N/A,USA,10-Sep-19,Andrew Slater,"Documentary, Music",English,70,"A look at the roots of the historic music scene in L.A.'s Laurel Canyon featuring the music of iconic groups such as The Byrds, The Beach Boys, Buffalo Springfield, and The Mamas and the Papas.",https://m.media-amazon.com/images/M/MV5BMTY2NjExNzItMTQyMi00YzNkLTgzOTQtZWE4N2IwNzhiOGFlXkEyXkFqcGdeQXVyOTM5NzYzNTU@._V1_SX300.jpg,Greenwich Entertainment,PG-13,"{'Source': 'Internet Movie Database', 'Value': '7.1/10'}",20-Sep-18,TRUE,82 min,Echo in the Canyon,movie,https://www.echointhecanyon.com/,"Eric Barrett, Andrew Slater",2018,tt8884430,7.1,479,
1,"Lou Adler, Fiona Apple, The Beach Boys, Beck",N/A,N/A,USA,10-Sep-19,Andrew Slater,"Documentary, Music",English,70,"A look at the roots of the historic music scene in L.A.'s Laurel Canyon featuring the music of iconic groups such as The Byrds, The Beach Boys, Buffalo Springfield, and The Mamas and the Papas.",https://m.media-amazon.com/images/M/MV5BMTY2NjExNzItMTQyMi00YzNkLTgzOTQtZWE4N2IwNzhiOGFlXkEyXkFqcGdeQXVyOTM5NzYzNTU@._V1_SX300.jpg,Greenwich Entertainment,PG-13,"{'Source': 'Rotten Tomatoes', 'Value': '94%'}",20-Sep-18,TRUE,82 min,Echo in the Canyon,movie,https://www.echointhecanyon.com/,"Eric Barrett, Andrew Slater",2018,tt8884430,7.1,479,
2,"Lou Adler, Fiona Apple, The Beach Boys, Beck",N/A,N/A,USA,10-Sep-19,Andrew Slater,"Documentary, Music",English,70,"A look at the roots of the historic music scene in L.A.'s Laurel Canyon featuring the music of iconic groups such as The Byrds, The Beach Boys, Buffalo Springfield, and The Mamas and the Papas.",https://m.media-amazon.com/images/M/MV5BMTY2NjExNzItMTQyMi00YzNkLTgzOTQtZWE4N2IwNzhiOGFlXkEyXkFqcGdeQXVyOTM5NzYzNTU@._V1_SX300.jpg,Greenwich Entertainment,PG-13,"{'Source': 'Metacritic', 'Value': '70/100'}",20-Sep-18,TRUE,82 min,Echo in the Canyon,movie,https://www.echointhecanyon.com/,"Eric Barrett, Andrew Slater",2018,tt8884430,7.1,479,
0,N/A,4 wins & 6 nominations.,N/A,USA,N/A,"Joshua Bonnetta, J.P. Sniadecki",Documentary,"English, Spanish",N/A,N/A,N/A,Cinema Guild,N/A,"{'Source': 'Internet Movie Database', 'Value': '7.1/10'}",23-Feb-18,TRUE,94 min,El mar la mar,movie,N/A,N/A,2017,tt6587706,7.1,72,
1,N/A,4 wins & 6 nominations.,N/A,USA,N/A,"Joshua Bonnetta, J.P. Sniadecki",Documentary,"English, Spanish",N/A,N/A,N/A,Cinema Guild,N/A,"{'Source': 'Rotten Tomatoes', 'Value': '100%'}",23-Feb-18,TRUE,94 min,El mar la mar,movie,N/A,N/A,2017,tt6587706,7.1,72,
0,"Isabelle Huppert, Laurent Lafitte, Anne Consigny, Charles Berling",Nominated for 1 Oscar. Another 64 wins & 79 nominations.,"$2,339,735 ","France, Germany, Belgium",14-Mar-17,Paul Verhoeven,"Crime, Drama, Thriller",French,89,A successful businesswoman gets caught up in a game of cat and mouse as she tracks down the unknown man who raped her.,https://m.media-amazon.com/images/M/MV5BMTU4MTUyMzI5Nl5BMl5BanBnXkFtZTgwMDQwODY2NzE@._V1_SX300.jpg,SBS Productions,R,"{'Source': 'Internet Movie Database', 'Value': '7.1/10'}",11-Nov-16,TRUE,130 min,Elle,movie,http://sonyclassics.com/elle/,"Philippe Djian (novel), David Birke (screenplay), Harold Manning (french adaptation)",2016,tt3716530,7.1,"55,434",
1,"Isabelle Huppert, Laurent Lafitte, Anne Consigny, Charles Berling",Nominated for 1 Oscar. Another 64 wins & 79 nominations.,"$2,339,735 ","France, Germany, Belgium",14-Mar-17,Paul Verhoeven,"Crime, Drama, Thriller",French,89,A successful businesswoman gets caught up in a game of cat and mouse as she tracks down the unknown man who raped her.,https://m.media-amazon.com/images/M/MV5BMTU4MTUyMzI5Nl5BMl5BanBnXkFtZTgwMDQwODY2NzE@._V1_SX300.jpg,SBS Productions,R,"{'Source': 'Rotten Tomatoes', 'Value': '91%'}",11-Nov-16,TRUE,130 min,Elle,movie,http://sonyclassics.com/elle/,"Philippe Djian (novel), David Birke (screenplay), Harold Manning (french adaptation)",2016,tt3716530,7.1,"55,434",
2,"Isabelle Huppert, Laurent Lafitte, Anne Consigny, Charles Berling",Nominated for 1 Oscar. Another 64 wins & 79 nominations.,"$2,339,735 ","France, Germany, Belgium",14-Mar-17,Paul Verhoeven,"Crime, Drama, Thriller",French,89,A successful businesswoman gets caught up in a game of cat and mouse as she tracks down the unknown man who raped her.,https://m.media-amazon.com/images/M/MV5BMTU4MTUyMzI5Nl5BMl5BanBnXkFtZTgwMDQwODY2NzE@._V1_SX300.jpg,SBS Productions,R,"{'Source': 'Metacritic', 'Value': '89/100'}",11-Nov-16,TRUE,130 min,Elle,movie,http://sonyclassics.com/elle/,"Philippe Djian (novel), David Birke (screenplay), Harold Manning (french adaptation)",2016,tt3716530,7.1,"55,434",
0,"Joan Collins, Robert Lansing, John David Carson, Albert Salmi",2 nominations.,N/A,USA,20-Nov-01,Bert I. Gordon,"Adventure, Horror, Sci-Fi",English,N/A,A con artist tries to sell bogus real estate deals in an area overrun by giant ants.,https://m.media-amazon.com/images/M/MV5BMTMwMTU2NjIwNV5BMl5BanBnXkFtZTcwMjQ1NTgzNA@@._V1_SX300.jpg,MGM,PG,"{'Source': 'Internet Movie Database', 'Value': '4.1/10'}",1-Jul-77,TRUE,89 min,Empire of the Ants,movie,https://www.shoutfactory.com/film/film-horror/empire-of-the-ants-jaws-of-satan-double-feature,"H.G. Wells (story), Jack Turley (screenplay), Bert I. Gordon (screen story)",1977,tt0075989,4.1,"3,945",
1,"Joan Collins, Robert Lansing, John David Carson, Albert Salmi",2 nominations.,N/A,USA,20-Nov-01,Bert I. Gordon,"Adventure, Horror, Sci-Fi",English,N/A,A con artist tries to sell bogus real estate deals in an area overrun by giant ants.,https://m.media-amazon.com/images/M/MV5BMTMwMTU2NjIwNV5BMl5BanBnXkFtZTcwMjQ1NTgzNA@@._V1_SX300.jpg,MGM,PG,"{'Source': 'Rotten Tomatoes', 'Value': '0%'}",1-Jul-77,TRUE,89 min,Empire of the Ants,movie,https://www.shoutfactory.com/film/film-horror/empire-of-the-ants-jaws-of-satan-double-feature,"H.G. Wells (story), Jack Turley (screenplay), Bert I. Gordon (screen story)",1977,tt0075989,4.1,"3,945",
0,"Adan Jodorowsky, Brontis Jodorowsky, Leandro Taub, Pamela Flores",1 win & 3 nominations.,"$28,000 ","Chile, UK, France",8-Dec-17,Alejandro Jodorowsky,"Biography, Drama, Fantasy","Spanish, French, English",78,"Surrealist filmmaker Alejandro Jodorowsky tells the story of himself as a young man becoming a poet in Chile, befriending other artists, and freeing himself from the limits of his youth.",https://m.media-amazon.com/images/M/MV5BY2RlY2JhYWUtYzQ3NS00ZmQwLWIzYzMtYWNlZjAwYTg4ZTA3XkEyXkFqcGdeQXVyMTcxNTYyMjM@._V1_SX300.jpg,N/A,Unrated,"{'Source': 'Internet Movie Database', 'Value': '7.6/10'}",14-Jul-17,TRUE,128 min,Endless Poetry,movie,N/A,Alejandro Jodorowsky,2016,tt4451458,7.6,"4,091",
1,"Adan Jodorowsky, Brontis Jodorowsky, Leandro Taub, Pamela Flores",1 win & 3 nominations.,"$28,000 ","Chile, UK, France",8-Dec-17,Alejandro Jodorowsky,"Biography, Drama, Fantasy","Spanish, French, English",78,"Surrealist filmmaker Alejandro Jodorowsky tells the story of himself as a young man becoming a poet in Chile, befriending other artists, and freeing himself from the limits of his youth.",https://m.media-amazon.com/images/M/MV5BY2RlY2JhYWUtYzQ3NS00ZmQwLWIzYzMtYWNlZjAwYTg4ZTA3XkEyXkFqcGdeQXVyMTcxNTYyMjM@._V1_SX300.jpg,N/A,Unrated,"{'Source': 'Rotten Tomatoes', 'Value': '93%'}",14-Jul-17,TRUE,128 min,Endless Poetry,movie,N/A,Alejandro Jodorowsky,2016,tt4451458,7.6,"4,091",
2,"Adan Jodorowsky, Brontis Jodorowsky, Leandro Taub, Pamela Flores",1 win & 3 nominations.,"$28,000 ","Chile, UK, France",8-Dec-17,Alejandro Jodorowsky,"Biography, Drama, Fantasy","Spanish, French, English",78,"Surrealist filmmaker Alejandro Jodorowsky tells the story of himself as a young man becoming a poet in Chile, befriending other artists, and freeing himself from the limits of his youth.",https://m.media-amazon.com/images/M/MV5BY2RlY2JhYWUtYzQ3NS00ZmQwLWIzYzMtYWNlZjAwYTg4ZTA3XkEyXkFqcGdeQXVyMTcxNTYyMjM@._V1_SX300.jpg,N/A,Unrated,"{'Source': 'Metacritic', 'Value': '78/100'}",14-Jul-17,TRUE,128 min,Endless Poetry,movie,N/A,Alejandro Jodorowsky,2016,tt4451458,7.6,"4,091",
0,"Jack Nance, Charlotte Stewart, Allen Joseph, Jeanne Bates",2 wins & 1 nomination.,N/A,USA,6-Jun-05,David Lynch,Horror,English,87,"Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child.",https://m.media-amazon.com/images/M/MV5BMDExYzg5YjQtMzE0Yy00OWJjLThiZTctMWI5MzhjM2RmNjA4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Libra Films,Not Rated,"{'Source': 'Internet Movie Database', 'Value': '7.4/10'}",3-Feb-78,TRUE,89 min,Eraserhead,movie,N/A,David Lynch,1977,tt0074486,7.4,"91,706",
1,"Jack Nance, Charlotte Stewart, Allen Joseph, Jeanne Bates",2 wins & 1 nomination.,N/A,USA,6-Jun-05,David Lynch,Horror,English,87,"Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child.",https://m.media-amazon.com/images/M/MV5BMDExYzg5YjQtMzE0Yy00OWJjLThiZTctMWI5MzhjM2RmNjA4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Libra Films,Not Rated,"{'Source': 'Rotten Tomatoes', 'Value': '90%'}",3-Feb-78,TRUE,89 min,Eraserhead,movie,N/A,David Lynch,1977,tt0074486,7.4,"91,706",
2,"Jack Nance, Charlotte Stewart, Allen Joseph, Jeanne Bates",2 wins & 1 nomination.,N/A,USA,6-Jun-05,David Lynch,Horror,English,87,"Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child.",https://m.media-amazon.com/images/M/MV5BMDExYzg5YjQtMzE0Yy00OWJjLThiZTctMWI5MzhjM2RmNjA4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Libra Films,Not Rated,"{'Source': 'Metacritic', 'Value': '87/100'}",3-Feb-78,TRUE,89 min,Eraserhead,movie,N/A,David Lynch,1977,tt0074486,7.4,"91,706",
0,"Jim Varney, Eartha Kitt, Austin Nagler, Shay Astar",N/A,N/A,USA,3-Sep-02,John R. Cherry III,"Comedy, Family, Fantasy",English,38,"Ernest accidentally unleashes an ugly troll that plots to transform children into wooden dolls in the town of Briarville, Missouri.",https://m.media-amazon.com/images/M/MV5BZDA4MzIxY2EtYzQxMy00MmJkLWI1ODktNzFjMDM0Yzg4YjhlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Touchstone Pictures,PG,"{'Source': 'Internet Movie Database', 'Value': '5.7/10'}",11-Oct-91,TRUE,91 min,Ernest Scared Stupid,movie,N/A,"John R. Cherry III (story), Coke Sams (story), Charles Gale (screenplay), Coke Sams (screenplay)",1991,tt0101821,5.7,"9,989",
1,"Jim Varney, Eartha Kitt, Austin Nagler, Shay Astar",N/A,N/A,USA,3-Sep-02,John R. Cherry III,"Comedy, Family, Fantasy",English,38,"Ernest accidentally unleashes an ugly troll that plots to transform children into wooden dolls in the town of Briarville, Missouri.",https://m.media-amazon.com/images/M/MV5BZDA4MzIxY2EtYzQxMy00MmJkLWI1ODktNzFjMDM0Yzg4YjhlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Touchstone Pictures,PG,"{'Source': 'Rotten Tomatoes', 'Value': '17%'}",11-Oct-91,TRUE,91 min,Ernest Scared Stupid,movie,N/A,"John R. Cherry III (story), Coke Sams (story), Charles Gale (screenplay), Coke Sams (screenplay)",1991,tt0101821,5.7,"9,989",
2,"Jim Varney, Eartha Kitt, Austin Nagler, Shay Astar",N/A,N/A,USA,3-Sep-02,John R. Cherry III,"Comedy, Family, Fantasy",English,38,"Ernest accidentally unleashes an ugly troll that plots to transform children into wooden dolls in the town of Briarville, Missouri.",https://m.media-amazon.com/images/M/MV5BZDA4MzIxY2EtYzQxMy00MmJkLWI1ODktNzFjMDM0Yzg4YjhlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Touchstone Pictures,PG,"{'Source': 'Metacritic', 'Value': '38/100'}",11-Oct-91,TRUE,91 min,Ernest Scared Stupid,movie,N/A,"John R. Cherry III (story), Coke Sams (story), Charles Gale (screenplay), Coke Sams (screenplay)",1991,tt0101821,5.7,"9,989",
0,"Bernd Weikl, Michal Docolomanský, Teresa Kubiak, Magda Vásáryová",N/A,N/A,"West Germany, Czechoslovakia, France, UK, Austria",N/A,Petr Weigl,Music,Russian,N/A,N/A,N/A,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '8.5/10'}",24-Sep-02,TRUE,117 min,Eugene Onegin,movie,N/A,Alexander Pushkin (after: lyric scenes in 3 actes),1988,tt0939609,8.5,19,
0,"Ta-Nehisi Coates, Elvis Costello, Richard Dawkins, Edmund de Waal",5 wins & 21 nominations.,"$42,021 ",USA,N/A,Frederick Wiseman,Documentary,English,91,A look within the walls of the New York Public Library.,https://m.media-amazon.com/images/M/MV5BOTBmMDJiMTItNjE2ZS00NGVmLWI5MTQtNjQxZGEyZTMzNzBjXkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_SX300.jpg,Zipporah Films,N/A,"{'Source': 'Internet Movie Database', 'Value': '7.5/10'}",1-Nov-17,TRUE,197 min,Ex Libris: The New York Public Library,movie,http://www.zipporah.com/films/46,N/A,2017,tt6209282,7.5,843,
1,"Ta-Nehisi Coates, Elvis Costello, Richard Dawkins, Edmund de Waal",5 wins & 21 nominations.,"$42,021 ",USA,N/A,Frederick Wiseman,Documentary,English,91,A look within the walls of the New York Public Library.,https://m.media-amazon.com/images/M/MV5BOTBmMDJiMTItNjE2ZS00NGVmLWI5MTQtNjQxZGEyZTMzNzBjXkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_SX300.jpg,Zipporah Films,N/A,"{'Source': 'Rotten Tomatoes', 'Value': '97%'}",1-Nov-17,TRUE,197 min,Ex Libris: The New York Public Library,movie,http://www.zipporah.com/films/46,N/A,2017,tt6209282,7.5,843,
2,"Ta-Nehisi Coates, Elvis Costello, Richard Dawkins, Edmund de Waal",5 wins & 21 nominations.,"$42,021 ",USA,N/A,Frederick Wiseman,Documentary,English,91,A look within the walls of the New York Public Library.,https://m.media-amazon.com/images/M/MV5BOTBmMDJiMTItNjE2ZS00NGVmLWI5MTQtNjQxZGEyZTMzNzBjXkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_SX300.jpg,Zipporah Films,N/A,"{'Source': 'Metacritic', 'Value': '91/100'}",1-Nov-17,TRUE,197 min,Ex Libris: The New York Public Library,movie,http://www.zipporah.com/films/46,N/A,2017,tt6209282,7.5,843,
0,"Domhnall Gleeson, Alicia Vikander, Oscar Isaac, Sonoya Mizuno",Won 1 Oscar. Another 70 wins & 153 nominations.,"$19,012,798 ",UK,14-Jul-15,Alex Garland,"Drama, Mystery, Sci-Fi, Thriller",English,78,A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.,https://m.media-amazon.com/images/M/MV5BMTUxNzc0OTIxMV5BMl5BanBnXkFtZTgwNDI3NzU2NDE@._V1_SX300.jpg,A24 Films,R,"{'Source': 'Internet Movie Database', 'Value': '7.7/10'}",24-Apr-15,TRUE,108 min,Ex Machina,movie,http://meet-ava.com/,Alex Garland,2014,tt0470752,7.7,"431,144",
1,"Domhnall Gleeson, Alicia Vikander, Oscar Isaac, Sonoya Mizuno",Won 1 Oscar. Another 70 wins & 153 nominations.,"$19,012,798 ",UK,14-Jul-15,Alex Garland,"Drama, Mystery, Sci-Fi, Thriller",English,78,A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.,https://m.media-amazon.com/images/M/MV5BMTUxNzc0OTIxMV5BMl5BanBnXkFtZTgwNDI3NzU2NDE@._V1_SX300.jpg,A24 Films,R,"{'Source': 'Rotten Tomatoes', 'Value': '92%'}",24-Apr-15,TRUE,108 min,Ex Machina,movie,http://meet-ava.com/,Alex Garland,2014,tt0470752,7.7,"431,144",
2,"Domhnall Gleeson, Alicia Vikander, Oscar Isaac, Sonoya Mizuno",Won 1 Oscar. Another 70 wins & 153 nominations.,"$19,012,798 ",UK,14-Jul-15,Alex Garland,"Drama, Mystery, Sci-Fi, Thriller",English,78,A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.,https://m.media-amazon.com/images/M/MV5BMTUxNzc0OTIxMV5BMl5BanBnXkFtZTgwNDI3NzU2NDE@._V1_SX300.jpg,A24 Films,R,"{'Source': 'Metacritic', 'Value': '78/100'}",24-Apr-15,TRUE,108 min,Ex Machina,movie,http://meet-ava.com/,Alex Garland,2014,tt0470752,7.7,"431,144",
0,"Agnès Varda, JR, Jeannine Carpentier, Clemens Van Dungern",Nominated for 1 Oscar. Another 32 wins & 31 nominations.,"$900,903 ",France,6-Mar-18,"JR, Agnès Varda",Documentary,French,94,Director Agnes Varda and photographer/muralist J.R. journey through rural France and form an unlikely friendship.,https://m.media-amazon.com/images/M/MV5BMmUwMzJkODEtOTZjNy00ZWNkLWE4ZDItYzcyYzA2OGJhMjYwXkEyXkFqcGdeQXVyNjc0MzY3NTA@._V1_SX300.jpg,Cohen Media Group,PG,"{'Source': 'Internet Movie Database', 'Value': '7.9/10'}",28-Jun-17,TRUE,94 min,Faces Places,movie,http://cohenmedia.net/films/faces-places,"JR, Agnès Varda",2017,tt5598102,7.9,"8,684",
1,"Agnès Varda, JR, Jeannine Carpentier, Clemens Van Dungern",Nominated for 1 Oscar. Another 32 wins & 31 nominations.,"$900,903 ",France,6-Mar-18,"JR, Agnès Varda",Documentary,French,94,Director Agnes Varda and photographer/muralist J.R. journey through rural France and form an unlikely friendship.,https://m.media-amazon.com/images/M/MV5BMmUwMzJkODEtOTZjNy00ZWNkLWE4ZDItYzcyYzA2OGJhMjYwXkEyXkFqcGdeQXVyNjc0MzY3NTA@._V1_SX300.jpg,Cohen Media Group,PG,"{'Source': 'Rotten Tomatoes', 'Value': '99%'}",28-Jun-17,TRUE,94 min,Faces Places,movie,http://cohenmedia.net/films/faces-places,"JR, Agnès Varda",2017,tt5598102,7.9,"8,684",
2,"Agnès Varda, JR, Jeannine Carpentier, Clemens Van Dungern",Nominated for 1 Oscar. Another 32 wins & 31 nominations.,"$900,903 ",France,6-Mar-18,"JR, Agnès Varda",Documentary,French,94,Director Agnes Varda and photographer/muralist J.R. journey through rural France and form an unlikely friendship.,https://m.media-amazon.com/images/M/MV5BMmUwMzJkODEtOTZjNy00ZWNkLWE4ZDItYzcyYzA2OGJhMjYwXkEyXkFqcGdeQXVyNjc0MzY3NTA@._V1_SX300.jpg,Cohen Media Group,PG,"{'Source': 'Metacritic', 'Value': '94/100'}",28-Jun-17,TRUE,94 min,Faces Places,movie,http://cohenmedia.net/films/faces-places,"JR, Agnès Varda",2017,tt5598102,7.9,"8,684",
0,"Kristina Adolphson, Börje Ahlstedt, Pernilla Allwin, Kristian Almgren",Won 4 Oscars. Another 19 wins & 10 nominations.,N/A,"Sweden, France, West Germany",16-Nov-04,Ingmar Bergman,Drama,"Swedish, German, Yiddish, English, French",100,"Two young Swedish children experience the many comedies and tragedies of their family, the Ekdahls.",https://m.media-amazon.com/images/M/MV5BZmQzMDE5ZWQtOTU3ZS00ZjdhLWI0OTctZDNkODk4YThmOTRhL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Embassy Pictures Corporation,R,"{'Source': 'Internet Movie Database', 'Value': '8.1/10'}",17-Dec-82,TRUE,188 min,Fanny and Alexander,movie,N/A,Ingmar Bergman,1982,tt0083922,8.1,"52,874",
1,"Kristina Adolphson, Börje Ahlstedt, Pernilla Allwin, Kristian Almgren",Won 4 Oscars. Another 19 wins & 10 nominations.,N/A,"Sweden, France, West Germany",16-Nov-04,Ingmar Bergman,Drama,"Swedish, German, Yiddish, English, French",100,"Two young Swedish children experience the many comedies and tragedies of their family, the Ekdahls.",https://m.media-amazon.com/images/M/MV5BZmQzMDE5ZWQtOTU3ZS00ZjdhLWI0OTctZDNkODk4YThmOTRhL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Embassy Pictures Corporation,R,"{'Source': 'Rotten Tomatoes', 'Value': '100%'}",17-Dec-82,TRUE,188 min,Fanny and Alexander,movie,N/A,Ingmar Bergman,1982,tt0083922,8.1,"52,874",
2,"Kristina Adolphson, Börje Ahlstedt, Pernilla Allwin, Kristian Almgren",Won 4 Oscars. Another 19 wins & 10 nominations.,N/A,"Sweden, France, West Germany",16-Nov-04,Ingmar Bergman,Drama,"Swedish, German, Yiddish, English, French",100,"Two young Swedish children experience the many comedies and tragedies of their family, the Ekdahls.",https://m.media-amazon.com/images/M/MV5BZmQzMDE5ZWQtOTU3ZS00ZjdhLWI0OTctZDNkODk4YThmOTRhL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Embassy Pictures Corporation,R,"{'Source': 'Metacritic', 'Value': '100/100'}",17-Dec-82,TRUE,188 min,Fanny and Alexander,movie,N/A,Ingmar Bergman,1982,tt0083922,8.1,"52,874",
0,"Annette Bening, Jamie Bell, Kenneth Cranham, Julie Walters",Nominated for 3 BAFTA Film Awards. Another 2 wins & 12 nominations.,N/A,UK,24-Apr-18,Paul McGuigan,"Biography, Drama, Romance",English,65,A romance sparks between a young actor and a Hollywood leading lady.,https://m.media-amazon.com/images/M/MV5BMTE0MDQxODg2NTJeQTJeQWpwZ15BbWU4MDIwODkyMjQz._V1_SX300.jpg,Sony Pictures Classics,R,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",16-Nov-17,TRUE,105 min,Film Stars Don't Die in Liverpool,movie,http://sonyclassics.com/filmstarsdontdieinliverpool/,"Matt Greenhalgh (screenplay), Peter Turner (based on the memoir by)",2017,tt5711148,6.7,"6,869",
1,"Annette Bening, Jamie Bell, Kenneth Cranham, Julie Walters",Nominated for 3 BAFTA Film Awards. Another 2 wins & 12 nominations.,N/A,UK,24-Apr-18,Paul McGuigan,"Biography, Drama, Romance",English,65,A romance sparks between a young actor and a Hollywood leading lady.,https://m.media-amazon.com/images/M/MV5BMTE0MDQxODg2NTJeQTJeQWpwZ15BbWU4MDIwODkyMjQz._V1_SX300.jpg,Sony Pictures Classics,R,"{'Source': 'Rotten Tomatoes', 'Value': '80%'}",16-Nov-17,TRUE,105 min,Film Stars Don't Die in Liverpool,movie,http://sonyclassics.com/filmstarsdontdieinliverpool/,"Matt Greenhalgh (screenplay), Peter Turner (based on the memoir by)",2017,tt5711148,6.7,"6,869",
